smiles,jnk3_score
CC1(C)C[C@@H]2C[C@@](C)(CN2c2ncnc(NNC(=O)c3ccncc3)c2N)C1,0.04
Cc1ccc(/C=C2/SC(=O)N(CC(=O)[O-])C2=O)cc1,0.04
COC(=O)c1cc2ccccc2cc1NC(=O)c1c[nH]c(=O)n(C)c1=O,0.04
Cc1cccc(Cl)c1NC(=O)c1scnc1C1CC1,0.04
Cc1cnc(N2C[C@@H]3[C@H](C2)C3(C)C)c([N+](=O)[O-])c1,0.04
COc1cc(/C=C(\C#N)c2nc(C)cs2)cc(Br)c1OCC(=O)N(C)C,0.04
Fc1ccccc1[C@H](CBr)Cc1cccc(F)c1F,0.04
O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)/C(=C\c1ccccc1)NC(=O)c1ccccc1,0.04
O=C(NCCCN1CCCC1=O)c1cc2scnc2[nH]1,0.04
CCc1nc(-c2cccnc2)nc(NCC2CC[NH2+]CC2)c1C,0.04
COCCNC(=O)[C@]1(C[C@@H]2CC(c3ccc(F)cc3)=NO2)CCC[NH2+]C1,0.04
CCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2ccc(N3CCCS3(=O)=O)cc2)cc1,0.04
C[NH2+]Cc1ccc(OCc2ccc(F)cc2)c(OC)c1,0.04
Cc1cc(/C=C2/C(=N)N3C=CSC3=NC2=O)c(C)n1-c1cccc(Cl)c1Cl,0.04
C[C@@H]1Cc2cc(-c3cc(C(=O)Nc4sc5c(c4C(=O)NCc4ccco4)CCC5)no3)ccc2O1,0.04
CC(=O)Nc1cc(C)c(N)cn1,0.04
Cc1nc(CN[C@@H](C)c2ccc(Cl)cc2Cl)sc1C,0.04
c1ccc(Nc2cncc([C@@H]3CCCN(c4ncccn4)C3)n2)nc1,0.04
CCN1C(=O)/C(=C\c2sccc2C)SC1=S,0.04
CN(C(=O)c1cccc(-c2nc(CCl)cs2)c1)C1CC1,0.04
CCOc1ccc([C@@H](C)[NH2+][C@H]2CCO[C@]3(CCSC3)C2)cc1[N+](=O)[O-],0.04
Fc1cc(Br)cc(C[NH+]2CCCC2)c1,0.04
C[C@H](NC(=O)Nc1cccn(C)c1=O)c1ccc(-c2cncnc2)cc1,0.04
CCc1ccc([C@H](Cl)c2ccc3[nH]c(=O)oc3c2)o1,0.04
CN(C)C(=O)[C@@]1(Cc2ccc(-c3cccs3)cc2)CCCN(C(=O)c2cncc(N)c2)C1,0.04
CC[C@@]1(C)CN(Cc2cccnc2)c2ccccc2C[NH2+]1,0.04
CCc1ccccc1NC(=O)[C@H](C)N1CCN(C(=O)C(=O)NC2CC2)CC1,0.04
CNc1snc(C)c1C(=O)O[C@@H](C)C(=O)N[C@H]1CCOc2ccccc21,0.04
COc1ccc(-c2cc(C)cc3c2O[C@@H](CNC(=O)[C@@H]2CCCC4=c5ccccc5=[NH+][C@H]42)C3)nn1,0.04
COc1c(Br)cc(Br)cc1/C=C/C(=O)Nc1ccc2c(c1)C(=O)N(C)C2=O,0.04
CC[NH2+][C@H](c1ccc(Cl)cn1)[C@H]1CCCc2cccnc21,0.04
CC(C)c1[nH+]ccn1CCC(=O)Nc1ccccc1C[NH+]1CCCC1,0.04
CCc1n[n-]c(S(=O)(=O)Cc2cccc(C(=O)NCC(C)C)c2)n1,0.04
Cc1nc(NCCN2CCCS2(=O)=O)c2cc[nH]c2n1,0.04
Cc1cc(C)cc(CN2C(=O)N[C@](C)(c3cccc(C(N)=O)c3)C2=O)c1,0.04
COc1ncc(C)cc1NC(=O)N(C[C@H](O)c1ccc(F)cc1)C1CC1,0.04
CCN(C(=O)[C@H](C)c1cccc(F)c1)c1ccc(C#N)c(Cl)c1,0.04
Cn1c(C(=O)NC[C@@H]2CCCO2)c(N2CCCC2=O)c2cc(F)ccc21,0.04
Cn1cc(CCCNc2cc(-n3cccn3)nc(N)n2)cn1,0.04
Nc1cc(C(=O)N2CCC(Cc3n[nH]c(=O)n3-c3ccccc3)CC2)n[nH]1,0.04
COC(=O)c1ccc(N2C(=O)/C(=C\c3ccc(C)cc3)SC2=S)cc1,0.04
Cc1ccc(-c2cc(C(=O)N3CCC(C(=O)Nc4cc(C)on4)CC3)c3cnn(C(C)C)c3n2)cc1,0.04
COc1ccc(F)c(NC(=O)NC[C@@H](O)c2cnn(C)c2)c1,0.04
CCC[NH2+][C@@H](C)Cc1nc(-c2cc(F)cc(Br)c2)no1,0.04
COC(=O)c1ccccc1NC(=O)CSc1nnc2c3c(C)c(C)sc3nc(C(C)C)n12,0.04
Cc1cnccc1CN(C)C(=O)c1ccc(-c2ccccc2)[nH]1,0.04
Cn1c(=O)oc2ccc(NC(=O)N[C@@H]3CCCc4ccccc43)cc21,0.04
CC[NH+](CC)CC[C@H](N)c1cnccc1C,0.04
CCc1cccc(C)c1NC(=O)c1cnc(Cc2ccccc2)s1,0.04
Cc1nc(CN(C)C(=O)c2ccc3[nH]cnc3c2)nc2ccccc12,0.04
CCN(CC(=O)Nc1ccccc1OC)c1ncccc1[N+](=O)[O-],0.04
O=C(C1=C([O-])C(=O)N(Cc2ccco2)[C@@H]1c1ccc(Br)cc1)c1cc2ccccc2o1,0.04
O=C(NC(=S)NNC(=O)c1ccccc1O)c1ccc([N+](=O)[O-])cc1,0.04
O=C1/C(=C\c2ccncc2)N(Cc2ccccc2)S(=O)(=O)c2ccccc21,0.04
CC[C@@H]1Oc2ccc(NC(=O)Cc3ccc(F)cc3)cc2CN(Cc2cccc(OC)c2)C1=O,0.04
CN(C)c1ccc(/C=C2/C(=O)N(c3ccc(F)cc3)C(=O)N=C2[O-])o1,0.04
C[C@@H]1CC[C@@H](C)[NH+]1CCN1CCN(Cc2cc(O)ccc2[N+](=O)[O-])CC1,0.04
Cc1cc(C)n2ncc(C(=O)NC[C@@H]3CCS(=O)(=O)C3)c2n1,0.04
C[C@H](c1ccccc1Cl)[NH+](CC(=O)Nc1ccccc1[N+](=O)[O-])C1CC1,0.04
CC(C)(C)n1cc(NC(=O)[C@H]2CCOc3ccccc32)cn1,0.04
Cc1[nH]/c(=N/C(=O)C2=C3CCC[C@H]3S[C@@H]2n2cnnn2)sc1C,0.04
C[C@@H]1Cc2cc(-c3cc(CNC(=O)[C@H]4CC(=O)N(c5ccc(Cl)cc5)C4)no3)ccc2O1,0.04
Cc1cccc(C)c1-n1c(=S)[nH]c2sc3c(c2c1=O)CCN(Cc1ccccc1)C3,0.04
CCS(=O)(=O)C[C@@H](C)[NH2+]C1CCN(c2ccc([N+](=O)[O-])cc2)CC1,0.04
C/C(=N/NC(=O)[C@@H]1C=C(c2ccc(Cl)cc2Cl)N=N1)c1ccc([N+](=O)[O-])cc1,0.04
O=C(N[C@H](CO)c1ccco1)c1cc(F)ccc1Br,0.04
C[NH2+][C@@H](C)c1ccnc(Sc2cccc(OC)c2)c1,0.04
O=C(c1cccc(N2CCCC2=O)c1)N1CC(=O)N(C2CCCCC2)C[C@@H](OCc2ccccn2)C1,0.04
c1ccc(C[N+]23CCC(CC2)C[C@H]3Cc2cccc3ccccc23)cc1,0.04
CC(C)n1ccc(=O)nc1S[C@H]1CCN(c2ccccc2F)C1=O,0.04
C[C@H]([NH2+]C[C@H]1CN2CCC[C@@H]2CO1)c1cnn(C)c1,0.04
Cc1ccc(S(=O)(=O)[N-]c2ccc3c(c2)nc(C)n3C)c([N+](=O)[O-])c1,0.04
CC[C@@H](C(=O)Nc1ccc(C)cc1[N+](=O)[O-])c1ccccc1,0.04
O=C(NCCc1n[nH]c(=O)[nH]1)c1ccc(Oc2ccccc2)cc1,0.04
Cn1c(C(=O)NC[C@@H](O)C2CCOCC2)ccc1-c1ccccc1,0.04
O=C(NCc1cccc2ccccc12)NCC1(c2ccccc2)CCOCC1,0.04
Cc1c(NC(=O)N(C)CC(=O)Nc2ccccc2)cccc1[N+](=O)[O-],0.04
NC(=O)CN1CC2(CCC1=O)CC[NH+](Cc1ccnc3ccccc13)CC2,0.04
CN(C)c1ccc2nc([C@]3(N)CCOC3)[nH]c2n1,0.04
Cc1cccc(-c2cnc(C3CC[NH2+]CC3)nc2)c1,0.04
CC(C)C[NH+]1CCN(C(=O)N[C@H](C)c2cccc(-n3cccn3)c2)CC1,0.04
COC[C@H](NC(=O)c1cc(Cl)ccc1OC)c1ccc(F)c(F)c1,0.04
Cc1cnccc1-n1nc(-c2ccccc2)nc1[C@@H]1CC[NH2+]C1,0.04
C[C@H]1c2ccc(O)cc2OC(=O)[C@@H]1CC(=O)NCCC1=c2cc(F)ccc2=[NH+]C1,0.04
CCN(CC(=O)N1N=C(c2ccc(Cl)cc2)C[C@@H]1c1ccco1)Cc1nc2ccccc2c(=O)[nH]1,0.04
Cc1ccccc1NCN1C(=O)S/C(=C\c2ccc(I)cc2)C1=O,0.04
CCCC(=O)NC[C@@H]1CCC[NH+](Cc2ccc(N3CCOCC3)cc2)C1,0.04
COC(=O)COc1c(C)cc(C[NH+]2CCC(c3cnn(C)c3)CC2)cc1C,0.04
Cc1nc(C2CC[NH+](Cc3ccc(C)c(F)c3)CC2)n[nH]1,0.04
CCn1cc(NC(=O)C(=O)N[C@H](CO)c2ccc(Cl)cc2)ccc1=O,0.04
CC(C)c1ncc(SC[C@H](O)CO)c(C(=O)[O-])n1,0.04
Cc1nc(-c2ccccc2)c(NC(=O)c2ccc(C(C)(C)C)cc2)s1,0.04
O=C1COc2ccc(NC(=O)C3CCOCC3)cc2N1,0.04
CCN1C[C@@H](C(=O)N2CC(Oc3ccccc3F)C2)CC1=O,0.04
CSCC[C@@H](NC(=O)C1=Cc2cc(Cl)ccc2OC1)c1nc2ccccc2[nH]1,0.04
CN(C)c1ccc(/C=C2/SC(=S)N(c3ccccc3F)C2=O)cc1,0.04
CC/C=C(/C)C(=O)N1CSC[C@@H]1C(=O)Nc1ccc2c(C)n[nH]c2c1,0.04
O=C1CC[C@@H](C(=O)Nc2cccc3ccncc23)CN1,0.04
C[C@H]([C@H](C)S(C)(=O)=O)N(C)C(=O)c1sc2ccccc2c1Cl,0.04
C[C@H](NC(=O)N(C)CCCc1cc(-c2ccccc2)n[nH]1)c1ccccc1,0.04
COCCNC(=O)c1ccc(SC)c([N+](=O)[O-])c1,0.04
C[C@@H](Sc1ccccn1)C(=O)N/N=C1\C(=O)Nc2ccccc21,0.04
C[C@H](c1cccc(-c2ccc[nH]c2=O)c1)[NH+]1CCCC1,0.04
C[C@H](c1ccc(-n2cncn2)cc1)[NH+](C)CC(=O)N1CCC[C@@H]1c1ccc2c(c1)OCCO2,0.04
Cc1cccc(CC(=O)N2CCCC[C@@H]2c2c(-c3onc(C)c3C)cnn2C)c1,0.04
Cc1cccnc1Nc1ncnc(N2CCN(c3cccc(C)c3C)CC2)c1N,0.04
O=[N+]([O-])c1ccc(O)c2c1[C@H]1C=CC[C@@H]1[C@@H](c1ccc(Br)cc1)N2,0.04
CSc1ccc(C[NH+](C)CC(=O)N2CCC[C@H](C(F)(F)F)C2)cc1,0.03
COc1cc([C@@H]2CC(c3ccccc3)=NN2c2ccccc2)cc(OC)c1OC,0.03
O=C(C[NH+]1CCC[C@H]1Cn1cccn1)Nc1ccc2[nH]c(=O)[nH]c2c1,0.03
CC1CCC(N(C[C@H]2CCCO2)C(=O)Nc2ccc3c(c2)COC3)CC1,0.03
C[C@@H](CO[C@H]1CCOC1)NC(=O)C[C@H](O)c1cc(Cl)cc(Cl)c1,0.03
CC(C)(C)C1CC[NH+](c2ncc(N)cc2Br)CC1,0.03
CCc1cc2c3c([nH]c2cc1S(=O)(=O)NCC[NH+]1CCc2ccccc2C1)CC(C)(C)CC3=O,0.03
Cc1[nH+]ccn1CC1(Cn2cc(-c3ccc4occc4c3)nn2)CC1,0.03
CCCCCCNc1cnn(-c2ccccc2)c(=O)c1Cl,0.03
O=C(N[C@H](c1ccc(F)cc1)[C@@H]1CCCO1)C1=NO[C@H](c2ccccc2)C1,0.03
COc1ccc(Br)cc1/C=C/C(=O)Nc1ccc(F)cc1,0.03
Cc1c(O)n[nH]c1C(=O)NN=Cc1ccc(Cl)cc1Cl,0.03
Cc1cc(C[S@@](=O)[C@@H](C)C(=O)NCc2ccc(F)cc2)on1,0.03
O=c1c2ccc(F)cc2ncn1CCOCCOc1ccccc1,0.03
CCCc1c(-c2ccc(Cl)s2)n[nH]c1N,0.03
Cc1ccc(CNC(=O)N2CCC[C@@H](C)CC2)c(OC[C@H]2CCOC2)c1,0.03
COC(=O)c1ccc(/C=C(/C#N)C(=O)Nc2ccc(C)cc2)o1,0.03
Cc1cc(N(C)c2ccccc2)c([C@H](C)[NH3+])cc1F,0.03
Cc1nccn1CC[NH+](C)CCC1CCN(c2cc[nH+]cc2)CC1,0.03
CC(C)COc1ccccc1NC(=O)N[C@H](C)c1nnc2ccccn12,0.03
C[C@H]1CCO[C@H]1C(=O)NCc1ccc(N2CC[NH+](CC3CC3)CC2)cc1,0.03
Cc1cc(=O)[nH]c(/N=C(/N)Nc2ccc(SC(F)F)cc2)n1,0.03
Cc1ccnc2nc(C(=O)Nc3ccc(C#N)c(C(F)(F)F)c3)nn12,0.03
COc1ccc(N[C@H]2CCCS[C@H]2C)cc1OCCO,0.03
CN(CC(F)(F)F)C(=O)CSc1nnc(-c2ccccc2)c2ccccc12,0.03
Cc1nc2n(n1)[C@H](C(=O)Nc1ccc(C)c([N+](=O)[O-])c1)CC(=O)N2,0.03
Cc1nc(C(C)C)sc1C(=O)N(Cc1cccs1)[C@H]1CCS(=O)(=O)C1,0.03
O=C(Nc1cccc2ccccc12)C1CCN(S(=O)(=O)c2ccc(N3CCCC3=O)cc2)CC1,0.03
Cc1ccccc1C1=N/C(=C\c2ccc(N(C)C)cc2)C(=O)O1,0.03
COc1ccc(-c2noc(C[NH+]3CCC[C@@H](Cc4[nH+]ccn4C)C3)n2)cc1,0.03
O=C(c1ccc(NC2CC2)nc1)N(CC1CCCCC1)C1CC1,0.03
COc1ccc([C@H]2C/C(=C3\C(=O)NC(=O)N(c4ccccc4OC)C3=O)NN2C(C)=O)cc1,0.03
C=CCn1c([C@@H]2S[C@@H]3N=C4CCCN4C(=O)C3=C2C)n[nH]c1=S,0.03
C[NH+](CC1CCCC1)C[C@@H](O)COc1ccccc1F,0.03
CN(C)c1ccc(NC(=O)NCc2cc(=O)[nH]c3ccccc23)cc1,0.03
C[C@@H]([NH2+][C@H]1CCCc2cccnc21)c1cccs1,0.03
NC(=O)[C@H]1CCCC[C@@H]1NC(=O)Nc1ccccn1,0.03
COCCNC(=O)[C@@H]1CC[C@@H](C)N(C(=O)c2ccc(C)c(F)c2)C1,0.03
COc1c2c(c(C)c3c1C(=O)OC3)O[C@@]1(C)C[C@H](O)[C@]34O[C@](OC)(OC3(C)C)[C@H](O)C[C@]4(C)[C@@H]1C2,0.03
CCCCN(CCO)C(=O)N[C@@H]1c2cccc(F)c2CC[C@H]1C,0.03
O=C(CSc1nc2cc(Cl)ccc2[nH]1)Nc1ccc(Br)cn1,0.03
C[C@H](C(=O)Nc1cccc2ncccc12)[NH+]1CCN(c2ccccc2O)CC1,0.03
C[C@H]1CCC[C@@](CNc2cc(-n3ccnc3)ncn2)([NH+](C)C)C1,0.03
C[C@@H](CNC(=O)N(C)[C@@H](C)Cc1cccs1)Cn1cccn1,0.03
COc1ccc2sc(OC3CCN(C(=O)c4cc(-c5ccco5)n[nH]4)CC3)nc2c1,0.03
COC[C@@H]1CCN(C(=O)Nc2ccc3c(c2)Nc2ccccc2CC3)C1,0.03
C=C[C@@H](C)Oc1cnc2ccccc2c1C(=O)[O-],0.03
Cc1cc(OCCCc2ccncc2)ncc1N,0.03
Cc1cccc([C@H]2c3cccn3CCN2C(=O)CCC(=O)NCc2cccc(C(F)(F)F)c2)c1,0.03
CCC(=O)Nc1ccc(S(=O)(=O)[N-]c2ccc(Cl)c([N+](=O)[O-])c2)cc1,0.03
Cc1cccc(-c2ocnc2C(=O)NC2CC2)c1,0.03
O=C(Cn1ccc(=O)[nH]c1=O)N1CC[NH+](Cc2ccccc2)C[C@@H](O)C1,0.03
C[C@@]1(c2nc(-c3ccc(F)cn3)no2)CCC[NH2+]1,0.03
C[C@@H]1CCc2c(F)cccc2[C@H]1NC(=O)NCCc1cccnc1,0.03
C[C@@H](Sc1nnc(-c2ccccc2Cl)n1C)C(=O)NCC(=O)Nc1ccc(F)c(F)c1F,0.03
COc1ccccc1C(=O)NNc1ncnc(N2CCCCC2)c1[N+](=O)[O-],0.03
Cc1nc(CNC(=O)c2ccccc2OC2CCN(S(C)(=O)=O)CC2)cs1,0.03
COc1nccc(N[C@H]2CC(=O)N(CC(C)(C)C)C2)c1C#N,0.03
COc1ccc(-c2csc(CNC(=O)C3C[C@H](C)O[C@@H](C)C3)c2)cc1,0.03
COc1cccc(Oc2ccc(NC(=O)NCc3ccccn3)cc2)c1,0.03
O=C(NCc1ccc(Cn2cccn2)cc1)c1cncn1-c1ccc(F)cc1,0.03
CCOC(=O)/C=C/C(=O)Nc1ccc(Cl)c(Cl)c1,0.03
COC1CC[NH+](C[C@@H](O)COc2cccc(Br)c2)CC1,0.03
Cc1ccccc1C(=O)N[C@@H](C(=O)NNc1cccnc1Cl)C(C)C,0.03
O=C([C@H]1COc2ccc(F)cc2C1)N1CCC[C@@H]1c1ccc(F)cc1,0.03
COc1cccc(/C=C2/SC(=S)N(c3cc(C(=O)[O-])cc(C(=O)[O-])c3)C2=O)c1OC,0.03
CS(=O)(=O)CCOc1ccc(Cl)cc1NC1CCSCC1,0.03
NC1=NC(=O)[C@@H](CC(=O)N[C@H]2CCc3ccc(F)cc32)S1,0.03
COc1ccc(C(=O)N(C)C)cc1NCC(=O)N[C@@](C)(C#N)C1CC1,0.03
Cc1cc([C@@](C)(O)CNc2cnccc2C#N)c(C)o1,0.03
S=C(NCc1ccco1)Nc1ccn(C23CC4CC(CC(C4)C2)C3)n1,0.03
O=C(Nc1nc(-c2cccnc2)cs1)c1ccccc1C(F)(F)F,0.03
Cc1cccc(NC(=O)N2CCC3(CCC(=O)N(C[C@H]4CCCO4)C3)CC2)c1C,0.03
CCNc1cc(C(C)C)nc(-c2cscc2C)n1,0.03
O=C(Nc1ccc2c(c1)OCO2)[C@H]1CCCC[C@H]1c1nc2ccccc2s1,0.03
Fc1ccc(CN(Cc2ccnn2[C@H]2CCCCO2)C[C@@H]2CCCO2)cc1,0.03
C/C(=C/c1cccc(Cl)c1)C(=O)N1CCCC[C@@H]1CCO,0.03
N/C(=N\O)[C@H](CSc1ccncc1)c1ccccc1,0.03
CC[NH+](CC)C(C)(C)[C@@H](O)c1cccc2ccccc12,0.03
CC[C@@H](NC(=O)C(=O)Nc1cccc(C(F)(F)F)c1)c1ccc(C)cc1,0.03
CC(C)c1cc(CN(C)C(=O)c2ccc3nc(-c4ccccc4)cn3c2)no1,0.03
Cc1ccc(/C=N\NC(=O)[C@@H]2COc3cc4ccccc4cc3O2)c(O)c1,0.03
CCc1nn(-c2ccc(OC)cc2)c(O)c1C1=C(N2CCOCC2)C(=O)N(c2ccc(F)cc2)C1=O,0.03
Cc1ccc(C)c(-n2nnnc2Sc2cccc(Cl)c2C#N)c1,0.03
Cc1cc(C(F)(F)F)n2nc([C@H]3CCCCN3C(=O)[C@H](C)n3nccc3C)cc2n1,0.03
NC(=O)NC(=O)CNc1cccc(F)c1,0.03
COc1ccc(C(=O)OCc2nncn2C2CC2)cc1-c1ccccc1,0.03
CCc1noc(CC)c1CC(=O)Nc1cccc2c1CCCC2,0.03
C[C@@H](NC(=O)CN1C(=O)N[C@@](C)(c2cccc3ccccc23)C1=O)c1ccc(Br)cc1,0.03
CC(C)C/N=C1\NC(=O)[C@@H](CC(=O)Nc2cccc(Cl)c2Cl)S1,0.03
CCCN1CC(=O)N2[C@@H](c3ccc(Cl)cc3)c3[nH]c4ccccc4c3C[C@H]2C1=O,0.03
COc1ccc([C@@](C)([NH3+])Cc2[nH+]ccn2C)cc1,0.03
Cc1nn(-c2ccc([N+](=O)[O-])cc2)c(C)c1C(=O)NCc1ccco1,0.03
CCOc1cccc(C[NH+]2CCCN(C3CCOCC3)CC2)c1O,0.03
O=C(c1ccc2ccnc(N3CCN(c4ccccc4F)CC3)c2c1)N1CCCCCC1,0.03
CC(=O)N1CCC[C@H]1[C@@H]1CCC[NH+]1Cc1noc(-c2ccccc2)n1,0.03
O=C(Cc1ccc2c(c1)CCC2)Nc1nc2c(s1)C[NH+](Cc1ccccc1)CC2,0.03
C[C@@H](CCc1cccn1C)NC(=O)Nc1ccnc(C(=O)N(C)C)c1,0.03
O=C(NCc1ccc(N2CC[NH+](CC3CC3)CC2)cc1)[C@H]1CCn2cc[nH+]c2C1,0.03
Cc1n[nH]c(C)c1C[C@@H](C)C(=O)N1CCC(c2ccc(F)cc2)CC1,0.03
C=CCOc1ccc(N)c([N+](=O)[O-])c1,0.03
COc1cccc(C2(CNC(=O)c3cc(C#N)cn3C)CCCC2)c1,0.03
C[C@H](NC(=O)CN(C)S(C)(=O)=O)c1ccc(-n2cccn2)cc1,0.03
O=C([O-])[C@H]1CC[C@@]2(CC[NH+](C3CC3)C2)C1,0.03
O=C(Nc1cnn(-c2ncccn2)c1)Nc1ccc(Cl)cc1Cl,0.03
Cn1cc(C(=O)C[C@H]2CCCN2S(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3)cn1,0.03
c1cncc(CN2CCc3[nH]c[nH+]c3[C@H]2c2cccn2-c2nccs2)c1,0.03
CN(C)S(=O)(=O)c1ccc(/C=C/C(=O)N2Cc3ccccc3-c3ccccc3C2)cc1,0.03
CCO[C@@H]1CCC[NH+](Cc2nc(-c3ccc(F)cc3)no2)C1,0.03
O=[S@@](C[C@H]1CC[NH2+]C1)c1ncc(Cl)cn1,0.03
Cc1cnoc1-c1ccc(C#N)cc1,0.03
Cc1ccc([C@@H]([NH3+])c2cc(C)c(Br)s2)o1,0.03
CCOc1ccc2[nH]c(C)c/c(=N\c3cccc(C(=O)[O-])c3)c2c1,0.03
Cc1occc1C(=O)NC1CC[NH+](Cc2cc(Cl)cc(Cl)c2O)CC1,0.03
Cc1cc(F)cc(N[C@@](C)(C(=O)[O-])c2ccc(O)cc2)c1,0.03
CCc1[nH]nc(-c2cc(OC)c(OC)c(OC)c2)c1NC(=O)c1cccs1,0.03
CC[C@@H](C(=O)N[C@@H](CO)c1ccco1)[NH+](C)C,0.03
COc1ccc2[nH]cc(C(=O)NCCCC(=O)NC(C)C)c2n1,0.03
CC(C)C[NH+](CCc1cnn(C)c1)C1CC1,0.03
C[C@H]1CCCC[C@@]12NC(=O)N(CC(=O)Nc1ccc3nc(N4CCOCC4)sc3c1)C2=O,0.03
O=C(Nc1ccc(-n2cncn2)c(Cl)c1)C(=O)N[C@@H]1CC=CCC1,0.03
O=C(NCc1ccccc1CO)C(=O)Nc1cc(F)ccc1F,0.03
Cc1ccc2[nH]cc(CCC(=O)Nc3ccnc(N(C)C)n3)c2c1,0.03
C[C@@H]1CN(c2ccc(NC(=O)NCc3ccncc3)cc2)C[C@@H](C)O1,0.03
O=C(CN1C(=O)CSc2ccccc21)Oc1ccc2[nH]ccc2c1,0.03
Cc1cc(NC(=O)C[C@@H](C)[NH2+]CC2(C(C)C)CC2)no1,0.03
COc1ccc(F)cc1-c1csc(NC(=O)c2cc3c(F)cccc3n2C)n1,0.03
C[C@H](C(=O)NC1CCCC1)[NH+](C)Cc1cccc(C(F)(F)F)c1,0.03
COC(=O)[C@]1(F)CCN(C(=O)CSc2ccc3c(c2)CCC3)C1,0.03
CSc1nnnn1-c1cccc(NC(=O)c2cc(Cl)c[nH]2)c1,0.03
O=C(NCc1csc(=O)[nH]1)[C@H]1CCN(c2ccc(Cl)cc2)C1=O,0.03
CC(C)=C1Oc2c(ccc(OC(=O)Cc3ccccc3)c2C)C1=O,0.03
Cc1c(F)cccc1NC(=O)N1CCC[NH+](Cc2ccc(F)cc2)CC1,0.03
C[C@@H]1CCCC[NH+]1CCCNC(=O)Cn1ncc2c(Cl)cccc21,0.03
Cc1cc(F)cc(C(=O)Nc2ccc(C(=O)NCC(C)C)c(Cl)c2)c1,0.03
CC[C@H]1CC[C@@H](c2noc(-c3cn(C4C[NH2+]C4)nn3)n2)C1,0.03
C[C@H]1[NH+]=c2ccc(OC(F)(F)F)cc2=C1CCN1C(=O)c2ccc(C(=O)[O-])cc2C1=O,0.03
O=C(Nc1ccc(C(F)(F)F)cc1)c1cc(-c2cccc(Cl)c2)[nH]n1,0.03
COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2[N+](=O)[O-])N1,0.03
COc1cccc(CN(C)C(=O)C[C@](O)(c2nccn2C)C(F)(F)F)c1,0.03
O=C(Nc1ccc2c(c1)COC2)N1CC[C@H](O)C1,0.03
O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc2nccnc2c1,0.03
Cc1ccc([C@H](C)[NH2+][C@@H](c2nc(C3CC3)no2)C(C)C)cc1F,0.03
Cc1nnc2ccc(C(=O)N[C@@H](C)c3noc(Cc4ccccc4)n3)cn12,0.03
COc1ccc([C@H]2Nc3nonc3NC3=C2C(=O)C[C@H](c2cccs2)C3)c(OC)c1,0.03
O=C(c1nccnc1-c1nc2ccccc2s1)N1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1,0.03
CC(=O)NC(=O)c1ccc(-c2ccc(Cl)cc2Br)o1,0.03
CC(C)(C)c1n[nH]cc1CNC[C@H](O)c1cccc(F)c1,0.03
COCCNC(=O)c1cc2sc(C)cc2n1Cc1ccccc1,0.03
Cn1ncnc1NC(=O)N1CCN(Cc2cn3ccccc3[nH+]2)CC1,0.03
COc1ccc([C@H](NC(=O)N2C[C@H]3CC=CC[C@H]3C2)C2CCOCC2)cc1,0.03
COc1cccc(C(=O)N(CC(=O)N2CCNCC2)C2CC[NH+](Cc3ccccc3)CC2)c1,0.03
C[C@@H]([NH2+]CCOc1ccc(Cl)cn1)c1ccc(N2CCC(O)CC2)cc1,0.03
N#C[C@@H]1CCCCN1Cc1cc(Cl)ccc1[N+](=O)[O-],0.03
Cc1nn(C)c2ncc(NC(=O)C(=O)N3CCC4(CCCCC4)C3)cc12,0.03
COC(=O)C1CCN(c2ncnc(NCc3ccc(OC)cc3)c2N)CC1,0.03
CCc1ccccc1NC(=O)C(=O)NC[C@H](c1ccc(F)cc1)N1CC[NH+](C)CC1,0.03
C/C(=N/Nc1nc(SCc2ccccn2)n[nH]1)c1cccnc1,0.03
C[C@@H]1CN(c2nc(Cl)nc(N)c2[N+](=O)[O-])C[C@H](C)O1,0.03
O=C(CN1CC[NH+](C/C=C/c2ccccc2)CC1)c1c[nH]c2ccc(F)cc12,0.03
Cc1ccc(N2C(=O)S/C(=C\c3ccccc3C)C2=O)c(C)c1,0.03
CCCNC(=O)c1cccc(NC(=O)C(=O)N2C[C@H]3CC=CC[C@@H]3C2)c1,0.03
Cc1cnc2c(S(=O)(=O)N(C)Cc3cnn(-c4ccccc4)c3)cccc2c1,0.03
C[C@@H](c1ccc(-n2cncn2)cc1)[NH+](C)C[C@@H]1CCCO1,0.03
CC(=O)N(/C=C1\Sc2ccccc2C1=O)N(C)c1ccccc1,0.03
CC(C)[C@]1(C)CC[NH2+]C[C@@H]1c1ccccc1F,0.03
O=C(Nc1cc(C(F)(F)F)ccc1Cl)[C@H]1CCCC[C@@H]1C(=O)OCCF,0.03
Cc1cc(CS[C@H](C)C(=O)Nc2cc(F)ccc2C)on1,0.03
C[C@]([NH3+])(CCc1cccs1)c1cc(F)cc(F)c1,0.03
O=C1[C@@H]2Cc3c([nH]c4ccccc34)CN2C(=O)CN1/N=C/c1c(Cl)cccc1Cl,0.03
O=[N+]([O-])c1cc(F)ccc1NC[C@@H](c1cccs1)[NH+]1CCCC1,0.03
